,0
436,"RPG,Fantasy,Action RPG,Classic,Party-Based RPG,Hack and Slash,Adventure,Singleplayer,Dungeon Crawler,Isometric,Loot,Masterpiece,Co-op,Action,Multiplayer,Real-Time with Pause,Open World,Great Soundtrack"
437,"Action,Story Rich,Atmospheric,FPS,Singleplayer,Shooter,Masterpiece,First-Person,Adventure,Female Protagonist,Sci-fi,Steampunk,Great Soundtrack,Stealth"
438,"FPS,Action,Sci-fi,Singleplayer,Shooter,Stealth,Open World,Aliens,First-Person,Benchmark,Multiplayer,Futuristic,Masterpiece,Adventure,Atmospheric,Story Rich,Classic,Destruction,Sandbox,Great Soundtrack"
439,"RPG,Action,Fantasy,Action RPG,Co-op,Dungeon Crawler,Singleplayer,Local Co-Op,Female Protagonist,Adventure"
440,"Open World,Action,Classic,Third Person,Singleplayer,Crime,Sandbox,Driving,Shooter,Third-Person Shooter,Great Soundtrack,Adventure,Violent,Atmospheric,Silent Protagonist,Mature,Masterpiece,Story Rich,Multiplayer,Moddable"
441,"RPG,Villain Protagonist,Fantasy,Singleplayer,Funny,Comedy,Third Person,Action,Magic,Adventure,Action RPG,Strategy,Dark Humor,Open World,Action-Adventure,Dark Fantasy,Masterpiece,Atmospheric,Multiplayer,Puzzle"
442,"Action,FPS,Destruction,Sci-fi,Classic,Mars,Singleplayer,Shooter,First-Person,Multiplayer,Masterpiece,Atmospheric,Adventure,Great Soundtrack"
443,"Action,FPS,Strategy,Shooter,Sci-fi,Destruction,Singleplayer,First-Person,Classic,Masterpiece"
444,"RPG,Open World,Fantasy,Third Person,Multiplayer,Singleplayer,Adventure,Action,Medieval,Action RPG,Story Rich,Character Customization,Masterpiece,Dark Fantasy,Magic,Hack and Slash"
445,"Free to Play,Strategy,Massively Multiplayer,Base Building,Multiplayer,Indie,Trading Card Game,Building,Card Game,Tactical,Tower Defense,RTS,Great Soundtrack,Action"
446,"Free to Play,Multiplayer,Robots,Action,Shooter,Tanks,Building,PvP,Third Person,War,Massively Multiplayer,Sandbox,Indie,Strategy,Open World,Funny,Simulation,FPS,Adventure,Singleplayer"
447,"Free to Play,Action,Open World,Massively Multiplayer,Multiplayer,Third-Person Shooter,RPG,Shooter,Co-op,Sci-fi,Survival,FPS,Post-apocalyptic,Online Co-Op,Adventure,Third Person,MMORPG,Singleplayer,First-Person,Casual"
448,"Simulation,Management,Sci-fi,Space,City Builder,Comedy,Classic,RTS,Singleplayer,Strategy,Funny,Real-Time with Pause,Base Building,Great Soundtrack,Sandbox"
449,"Strategy,Action,Tactical,Military,Singleplayer,Simulation"
450,"Racing,Simulation,Driving,Offroad,Realistic,Multiplayer,Difficult,Singleplayer,VR,Sports,First-Person,Action,Early Access,Atmospheric,Fast-Paced,TrackIR,3D Vision,Co-op,Open World,Family Friendly"
451,"World War I,FPS,Multiplayer,War,Historical,Realistic,Action,Shooter,First-Person,Military,Tactical,Simulation,Team-Based,Strategy,Co-op,Atmospheric,Indie,Singleplayer,Gore,Adventure"
452,"Strategy,Crime,Simulation,Management,Turn-Based Strategy,Turn-Based,Turn-Based Combat,RPG,Singleplayer,Multiplayer,Historical,Tactical,Sandbox,Turn-Based Tactics,Atmospheric"
453,"Strategy,World War II,RTS,Singleplayer,Multiplayer,War,Action,Adventure,Historical,Co-op,Open World,Military,Masterpiece"
454,"Strategy,Simulation"
455,"Strategy,City Builder,Simulation,Sandbox,Multiplayer,Economy,Politics,Management,Singleplayer,Resource Management,Masterpiece,Comedy,Co-op,RPG,Historical,Great Soundtrack,RTS,Atmospheric,Open World,Funny"
456,"Zombies,Co-op,Gore,FPS,Survival,Multiplayer,Action,Online Co-Op,Horror,Shooter,First-Person,Team-Based,Survival Horror,Great Soundtrack,Atmospheric,Difficult,Masterpiece,Singleplayer,Early Access,Indie"
457,"Free to Play,Action,Pixel Graphics,2D,Multiplayer,Shooter,Local Co-Op,Co-op,Platformer,Local Multiplayer,Indie,Singleplayer,Adventure,Funny,America,Controller,Side Scroller,Comedy,Classic,Open World"
458,"Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Simulation,Singleplayer,Indie,Realistic,Gore,Early Access,Masterpiece,Zombies"
459,"Adventure,Fantasy,Puzzle,Point & Click,Episodic,Story Rich,Funny,Singleplayer,Medieval,Comedy,Choices Matter,Classic,Remake,Great Soundtrack,Action,Quick-Time Events,Walking Simulator,Atmospheric,Casual,Hidden Object"
460,"Free to Play,Space,Action,Multiplayer,Sci-fi,Massively Multiplayer,Simulation,Open World,Space Sim,Flight,Shooter,Co-op,Third Person,PvP,Competitive,Adventure,Atmospheric,Sandbox,MMORPG,VR"
461,"Free to Play,Action,Indie,Shoot 'Em Up,Bullet Hell,Arcade,Space,Retro,Singleplayer,Twin Stick Shooter,Shooter,Great Soundtrack"
462,"Free to Play,Co-op,Action,Mod,Multiplayer,FPS,Online Co-Op,First-Person,Shooter,Sci-fi,Zombies,Adventure,Funny,Open World,Masterpiece,Survival,Moddable,Horror"
463,"Free to Play,Superhero,Massively Multiplayer,RPG,MMORPG,Character Customization,Open World,Action,Multiplayer,Third Person,Co-op,Adventure,Comic Book,Action RPG,Sci-fi,Singleplayer,Online Co-Op,PvP,FPS,Controller"
464,"Free to Play,Action,Anime,RPG,Massively Multiplayer,MMORPG,Fantasy,Hack and Slash,Adventure,Dragons,Multiplayer,Dungeon Crawler,Open World"
465,"Free to Play,Dragons,MOBA,Multiplayer,RPG,Action,Adventure,Singleplayer,Indie,Co-op,Fantasy,Massively Multiplayer,PvP,Strategy,Survival,MMORPG,Open World,FPS,Sandbox,Atmospheric"
466,"Free to Play,Anime,RPG,Massively Multiplayer,Action,Beat 'em up,2D,Side Scroller,Hack and Slash,Adventure,MMORPG,Fighting,Action RPG,2D Fighter,Online Co-Op,Dungeon Crawler,Great Soundtrack,Open World,Singleplayer,Nudity"
467,"Free to Play,RPG,Massively Multiplayer,MMORPG,Fantasy,Crafting,Open World,Adventure,Multiplayer,Exploration,Action,Character Customization,Singleplayer,Sandbox,Classic,FPS,First-Person"
468,"Anime,Free to Play,Massively Multiplayer,MMORPG,RPG,Casual,Action,Simulation,Adventure,Fantasy,Open World,Multiplayer,Sandbox,Action RPG,Cute,Nudity,Character Customization,JRPG"
469,"Strategy,Board Game,Casual,Simulation,World War II,Tactical,Free to Play,Military,Turn-Based,Multiplayer"
470,"Free to Play,Multiplayer,FPS,Cyberpunk,Shooter,Action,Anime,Great Soundtrack,Mod,Tactical,Sci-fi,First-Person,Team-Based,Futuristic,Co-op,Singleplayer,Realistic,Indie,Adventure,Masterpiece"
471,"Pinball,Simulation,Free to Play,Arcade,Classic,Casual,Singleplayer,Multiplayer,Retro,Action,1980s"
472,"Free to Play,Strategy,RPG,Trading Card Game,Turn-Based Strategy,Multiplayer,Fantasy,Turn-Based Tactics,Tactical,Turn-Based,Singleplayer,Action"
473,"Free to Play,Massively Multiplayer,Puzzle,Pirates,Casual,Adventure,Strategy,Multiplayer,Co-op,2D,RPG"
474,"Free to Play,Massively Multiplayer,RPG,Adventure,MMORPG,Open World,Fantasy,Multiplayer,Action,Hack and Slash,Third Person,Singleplayer,Co-op"
475,"Indie,Platformer,Free to Play,Puzzle,Adventure,Female Protagonist,Metroidvania,Exploration,2D,Singleplayer"
476,"FPS,Classic,Free to Play,Action,Retro,Gore,Singleplayer,Shooter,Ninja,Comedy,1990's,First-Person,Multiplayer,Difficult,Old School,Nudity,Masterpiece"
477,"Free to Play,Sci-fi,Space,Massively Multiplayer,RPG,MMORPG,Open World,Action,Multiplayer,Character Customization,Third Person,Adventure,PvP,PvE,Singleplayer,Co-op,Online Co-Op,Strategy,Tactical,Action RPG"
478,"Strategy,Free to Play,Medieval,Massively Multiplayer,Multiplayer,City Builder,Real-Time,Building,RTS,RPG,Action,Open World,Singleplayer,Addictive,War,PvP,Sandbox,MMORPG,Base Building,Simulation"
479,"Free to Play,Indie,Platformer,Action,Pixel Graphics,2D,Shooter,Arcade,Multiplayer,Singleplayer,Difficult,Retro,Addictive,GameMaker,Controller,Fast-Paced,Co-op,Great Soundtrack,Family Friendly,Rogue-like"
480,"Horror,Free to Play,Adventure,Survival,Multiplayer,FPS,Action,Survival Horror,Shooter,Singleplayer,Indie,First-Person,Zombies,Co-op,World War II,Psychological Horror,Mod,Open World,Walking Simulator,Gore"
481,"Massively Multiplayer,RPG,Free to Play,Strategy,Adventure,Pirates,Anime"
482,"Free to Play,Multiplayer,RPG,Adventure,Indie,Nudity,Casual,Open World,Co-op,Funny,Walking Simulator,Massively Multiplayer,Simulation,Realistic,Mystery,Survival,Action,FPS,Singleplayer,Masterpiece"
483,"Free to Play,Action,Hack and Slash,Massively Multiplayer,RPG,MMORPG,Adventure,Third Person,Character Customization,Co-op,Multiplayer,Nudity,Action RPG,PvP,Fantasy,Open World,Fast-Paced,Singleplayer,Violent,Gore"
484,"Multiplayer,Racing,Local Multiplayer,Competitive,Fast-Paced,Platformer,Indie,2D,Funny,4 Player Local,Parkour,Action,Controller,Local Co-Op,Sports,Level Editor,Co-op,Arcade,Singleplayer,Superhero"
485,"Action,Adventure,Assassin,Open World,Pirates,Stealth,Singleplayer,Parkour,Third Person,Historical,Story Rich,Atmospheric,RPG,Naval,Sailing,Sci-fi,Masterpiece,Great Soundtrack,Swordplay,Gore"
486,"Free to Play,Multiplayer,Funny,Massively Multiplayer,2D,Platformer,Casual,Cute,Racing,Adventure,Indie,Online Co-Op,Survival,Strategy,Mouse only,Co-op,Comedy,Action,Family Friendly,Puzzle"
487,"Platformer,Adventure,3D Platformer,Great Soundtrack,Classic,Action,Singleplayer,Fast-Paced,Third Person,Retro,Open World,Family Friendly,3D,Replay Value,Story Rich,Controller,1990's,Memes,Racing,Female Protagonist"
488,"Strategy,Space,Turn-Based Strategy,4X,Sci-fi,Turn-Based,Multiplayer,Singleplayer,Grand Strategy,Exploration,Moddable,Simulation,Hex Grid,Replay Value,Sandbox,Open World,Indie,Lore-Rich,Management,Adventure"
489,"Space,Strategy,RTS,Sci-fi,Classic,Great Soundtrack,Story Rich,Remake,Atmospheric,Multiplayer,Simulation,Tactical,Singleplayer,Moddable,Masterpiece,Epic,Action,4X,Adventure,Female Protagonist"
490,"Strategy,Indie,RTS,Singleplayer,Retro,Story Rich,Action,Top-Down,Atmospheric"
491,"Strategy,Action,Tower Defense,Indie,Singleplayer,RTS,Top-Down,Sci-fi,Aliens,Tactical,2D,Gore,Real-Time with Pause"
492,"Grand Strategy,Medieval,Strategy,Historical,Simulation,RPG,Sandbox,Politics,Multiplayer,Diplomacy,Replay Value,Singleplayer,Real-Time with Pause,Moddable,Political,Character Customization,Great Soundtrack,RTS,Education,Co-op"
493,"Sci-fi,Space,Atmospheric,Singleplayer,FPS,Horror,Action,First-Person,Story Rich,Exploration,Aliens,Futuristic,Adventure,Open World,Survival Horror,Stealth,RPG,Psychological Horror,Great Soundtrack,Immersive Sim"
494,"Simulation,Flight,World War II,Historical,Multiplayer,TrackIR,Singleplayer,Action"
495,"Grand Strategy,Strategy,Historical,Simulation,Real-Time with Pause,Multiplayer,Sandbox,Military,Replay Value,Singleplayer,Diplomacy,Political,Education,Moddable,RTS,Medieval,Great Soundtrack,Open World,Co-op,4X"
496,"Strategy,RTS,Sci-fi,Singleplayer,Futuristic,Multiplayer,Masterpiece,Base Building"
497,"Strategy,World War II,Turn-Based Strategy,Wargame,Turn-Based,Hex Grid,Historical,Tanks,Singleplayer,Tactical,Military,Replay Value,Multiplayer,Grand Strategy,War"
498,"Benchmark,Utilities,Software"
499,"Strategy,Simulation,Grand Strategy,Indie,World War II,Sandbox,Cold War,Multiplayer,Real-Time with Pause,Politics,RTS,Historical,Military,War,Alternate History,Singleplayer,Tactical,Moddable,World War I,Turn-Based Strategy"
500,"Action,FPS,Horror,Sci-fi,Dark,Atmospheric,Shooter,Zombies,First-Person,Singleplayer,Survival Horror,Demons,Masterpiece,Gore,Classic"
501,Utilities
502,"Horror,FPS,Action,Sci-fi,Dark,First-Person,Classic,Singleplayer,Shooter,Gore,Demons,Atmospheric,Zombies,Survival Horror,Mars,Futuristic,Moddable,Multiplayer,Masterpiece,Co-op"
503,"Strategy,RTS,Sci-fi,Multiplayer,Masterpiece,Real-Time,Co-op,Real-Time with Pause,Singleplayer,Base Building,Robots,Action,Classic,Space"
504,"RPG,Post-apocalyptic,Classic,Turn-Based,Adventure,Strategy,Sci-fi,Retro,Indie,2D,Singleplayer,Old School,CRPG,Masterpiece,Pixel Graphics,Action,Open World,1980s,Great Soundtrack"
505,"Simulation,Multiplayer,Open World,Agriculture,Moddable,Singleplayer,Realistic,Co-op,Relaxing,Driving,Economy,Physics,Management,Sandbox,Mod,Strategy,Online Co-Op,Family Friendly,Atmospheric,Massively Multiplayer"
506,"Simulation,Action,Strategy,Tactical,Shooter,Singleplayer"
507,"Simulation,Action,Strategy,FPS"
508,"Mod,Utilities,RPG,Game Development,Singleplayer"
509,"RPG,Adventure,Action,Masterpiece,Fantasy,Third Person,Singleplayer,Choices Matter,Classic,Atmospheric,Open World,Magic,Story Rich,Great Soundtrack,Action RPG,Comedy,Character Customization,Exploration,Dark Fantasy,Medieval"
510,"Strategy,Tower Defense,Werewolves,Action,Indie,RPG,Adventure,Great Soundtrack,Atmospheric,Singleplayer,Third Person,Free to Play,Masterpiece"
511,"Free to Play,Action,FPS,Multiplayer,Shooter,Massively Multiplayer,Singleplayer,First-Person,Open World"
512,"Horror,Singleplayer,Survival Horror,Psychological Horror,Robots,Difficult,Indie,Point & Click,First-Person,Dark,Survival,Atmospheric,Mouse only,Resource Management,Supernatural,Silent Protagonist,Short,Lore-Rich,Historical,Gore"
513,"Pixel Graphics,Strategy,Crafting,Singleplayer,2D,Simulation,Indie,Difficult,Survival,Action,Adventure,Puzzle,RPG,Top-Down,Funny,Sandbox,Multiplayer,Comedy,Rogue-like,Co-op"
514,"Animation & Modeling,Character Customization,Design & Illustration,Game Development,Nudity,Utilities,Free to Play,Video Production,Software,Simulation,Horror,Multiplayer"
515,"Anime,Fighting,Action,Multiplayer,Character Customization,Co-op,Adventure,Singleplayer,RPG,Online Co-Op,Third Person,Fantasy,Dragons,Beat 'em up,Controller,Open World,Action RPG,Funny,Fast-Paced,Local Co-Op"
516,"Free to Play,Massively Multiplayer,Action,Casual,Space,Multiplayer,2D"
517,"Warhammer 40K,Strategy,Turn-Based,Board Game,Games Workshop,Turn-Based Strategy,Sci-fi,Indie,Tactical,Singleplayer,Multiplayer"
518,"Strategy,Space,4X,Turn-Based,Indie,Sci-fi,Singleplayer,Grand Strategy,Turn-Based Strategy,Simulation,Turn-Based Tactics,Adventure,Open World,Turn-Based Combat"
519,"Strategy,RPG,Tactical,Simulation,Real-Time with Pause,Singleplayer,Remake,Action,Turn-Based,Turn-Based Strategy,Tactical RPG,Military,RTS"
520,"Free to Play,Building,Multiplayer,Sandbox,Open World,Massively Multiplayer,Crafting,Adventure,Cute,Survival,Casual,Indie,Co-op,Action,3D Platformer,RPG,MMORPG,Singleplayer,FPS,2D"
521,"Adventure,Atmospheric,Point & Click,Indie,Surreal,Story Rich,Episodic,Great Soundtrack,Mystery,Beautiful,Exploration,Singleplayer,Interactive Fiction,Kickstarter,Masterpiece,Horror,2D,Controller"
522,"Simulation,City Builder,Strategy,Sandbox,Management,Singleplayer,Economy,Building,Masterpiece"
523,"Space,Simulation,Free to Play,Multiplayer,Online Co-Op,Funny,Strategy,Adventure,Open World,Memes,Walking Simulator,Co-op,Sandbox,Realistic,Comedy,Third Person,Massively Multiplayer,Singleplayer,First-Person,Puzzle"
524,"Free to Play,Pixel Graphics,Massively Multiplayer,RPG,Adventure,Open World,Indie,Action,Multiplayer,MMORPG,Retro,PvP,2D,Casual,Sandbox,Fantasy,Co-op,Medieval"
525,"Free to Play,Card Game,Board Game,RPG,Strategy,Turn-Based,Multiplayer,Co-op,Fantasy,Singleplayer,Tactical RPG,Turn-Based Strategy,Dungeon Crawler,Indie,Comedy,Trading Card Game,Tactical,Turn-Based Tactics,Funny,Turn-Based Combat"
526,"Indie,Action,Adventure,Platformer,Singleplayer,Side Scroller"
527,"Early Access,Free to Play,City Builder,Strategy,Indie,Early Access,Singleplayer,Classic,Rome"
528,"Zombies,Survival,Multiplayer,Co-op,Action,Tower Defense,Indie,Shooter,Strategy,Online Co-Op,Casual,Horror,Top-Down,Singleplayer,Isometric,Arcade,Free to Play,Difficult,Local Co-Op,Masterpiece"
529,"Strategy,RPG,Fantasy,Turn-Based,Real-Time with Pause,Singleplayer,Grand Strategy,Medieval"
530,"Early Access,Building,Sandbox,Physics,Destruction,Medieval,Singleplayer,Simulation,Early Access,Strategy,Indie,Funny,Puzzle,Blood,Action,Open World,Casual,Third Person,Multiplayer,Gore"
531,"Clicker,Free to Play,Casual,Action,Indie,Shooter,Singleplayer,FPS,Time Travel,Multiplayer,Voxel,Strategy,Simulation,Point & Click,Adventure,RPG,First-Person,Tower Defense,Relaxing,Sandbox"
532,"Free to Play,Casual,Simulation,Indie,Relaxing,Singleplayer,Underwater,2D,Atmospheric,Sandbox,Family Friendly,Experimental,Great Soundtrack,Short,Cute,Nature,Replay Value"
533,"Space Sim,Space,Open World,Exploration,Sci-fi,Simulation,Massively Multiplayer,Multiplayer,First-Person,Action,Sandbox,Adventure,Online Co-Op,Trading,VR,Singleplayer,RPG,Difficult,Strategy,TrackIR"
534,"Early Access,Military,FPS,Realistic,Multiplayer,Tactical,Shooter,War,Team-Based,Action,First-Person,Strategy,Early Access,Simulation,Open World,Co-op,Massively Multiplayer,Atmospheric,Walking Simulator,Indie"
535,"Free to Play,Survival,Multiplayer,Open World,Building,Sandbox,Crafting,Adventure,First-Person,Co-op,Action,Massively Multiplayer,Singleplayer,RPG,Indie,Casual,Simulation,Early Access,Voxel,Zombies"
536,"Free to Play,Multiplayer,2D,Action,Platformer,Shooter,Side Scroller,Indie,Co-op,Arena Shooter,Funny,Level Editor,Massively Multiplayer,Cute,Adventure,PvP,Online Co-Op,Team-Based,Strategy,Controller"
537,"Horror,Singleplayer,Survival Horror,Robots,First-Person,Psychological Horror,Difficult,Survival,Indie,Strategy,Point & Click,Dark,Atmospheric,Mystery,Action,Simulation,3D Vision,Great Soundtrack,2D,Gore"
538,"Horror,Survival Horror,Singleplayer,First-Person,Robots,Dark,Difficult,Point & Click,Survival,Psychological Horror,Strategy,Indie,Story Rich,Atmospheric,Action,Family Friendly,Simulation,Animation & Modeling,Illuminati,Memes"
539,"Simulation,Casual,Driving,Realistic,Singleplayer,Open World,Colorful,Family Friendly,Replay Value,Relaxing,Adventure,Multiplayer"
540,"Simulation,Driving,Singleplayer,Fast-Paced,Open World,Realistic"
541,"Strategy,Medieval,RTS,Multiplayer,Classic,City Builder,Tactical,Historical,Economy,Simulation,Singleplayer,Building,Masterpiece,Sandbox,Adventure,Co-op,Action,Great Soundtrack,2D,Remake"
542,"Free to Play,Multiplayer,Fighting,2D,2D Fighter,Action,Local Multiplayer,Platformer,Co-op,Controller,Online Co-Op,Local Co-Op,4 Player Local,Beat 'em up,Indie,Singleplayer,Massively Multiplayer,Early Access,Survival,Adventure"
543,"Tower Defense,Free to Play,Multiplayer,Co-op,Strategy,RPG,Action,Online Co-Op,Fantasy,Adventure,Third Person,Funny,Early Access,Indie,Singleplayer,Massively Multiplayer,Casual,Hack and Slash,MMORPG,MOBA"
544,"Free to Play,Horror,Multiplayer,Action,Zombies,Survival,Co-op,FPS,Mod,Shooter,First-Person,Gore,Singleplayer,Open World,Adventure,Sandbox,Funny,Online Co-Op,Survival Horror"
545,"Free to Play,Indie,Casual,Funny,Multiplayer,2D,Local Co-Op,Local Multiplayer,Singleplayer"
546,"Fighting,Gore,Action,Violent,Multiplayer,Blood,Mature,Competitive,Local Multiplayer,2D Fighter,Atmospheric,Singleplayer,Arcade,Great Soundtrack,2.5D,Online Co-Op,Fantasy,Third Person,Masterpiece,Horror"
547,"Adventure,Mystery,Point & Click,Puzzle,Singleplayer,Third Person,Classic"
548,"Zombies,Horror,Survival Horror,Action,Multiplayer,Third-Person Shooter,Adventure,Survival,Female Protagonist,Singleplayer,Third Person,Episodic,Gore,Co-op,Atmospheric,Local Co-Op,Online Co-Op,Shooter,Story Rich,Action RPG"
549,"Indie,Action,RPG,Rogue-lite,Funny,Retro,Difficult,Arcade,Rogue-like"
550,"Racing,Action,Multiplayer,Arcade,Violent,Local Co-Op,Indie,Singleplayer,Simulation,Local Multiplayer,Third Person,Funny,Gore,4 Player Local,Adventure,Sports,Shooter,Rogue-like,Early Access,Masterpiece"
551,"Horror,Survival Horror,Psychological Horror,Gore,Atmospheric,Action,Singleplayer,Third Person,Survival,Zombies,Dark,Stealth,Adventure,Third-Person Shooter,Difficult,Cinematic,Shooter,Story Rich,Masterpiece,Walking Simulator"
552,"Metroidvania,Difficult,Platformer,Indie,Adventure,Exploration,Puzzle,Great Soundtrack,2D,Action,Remake,Retro,Pixel Graphics,Singleplayer,Puzzle-Platformer,Classic,Masterpiece,Side Scroller,RPG,Controller"
553,"Action,Arena Shooter,FPS,Multiplayer,First-Person"
554,"Multiplayer,Strategy,Mystery,Indie,RPG,Casual,Werewolves,Funny,Great Soundtrack,Survival,Co-op,Board Game,Tactical,Massively Multiplayer,2D,Comedy,Family Friendly,Memes,Action,Horror"
555,Casual
556,"Free to Play,Music,Rhythm,Massively Multiplayer,Anime,Casual,Multiplayer,Character Customization,Singleplayer,Psychological Horror"
557,"Simulation,Strategy,Medieval,RPG,Trading,Singleplayer,Economy,Management,Sandbox,Masterpiece,Politics,Female Protagonist,Building"
558,"Free to Play,Anime,Visual Novel,Short,Indie,Casual,Cute,Singleplayer,Dating Sim,Nudity,Sexual Content,Psychological Horror,2D,Memes,Horror,Mature,Story Rich,Female Protagonist,Illuminati,Family Friendly"
